name,summary,last_release,status,requires,status.1,snyk,pip,libhunt
pytest-mimesis,Mimesis integration with the pytest test runner,2020-03-21,5 - Production/Stable,pytest (>=4.2),,https://snyk.io/advisor/python/pytest-mimesis,https://pypi.org/project/pytest-mimesis,
pytest-minecraft,A pytest plugin for running tests against Minecraft releases,2022-04-06,,pytest (>=6.0.1),,https://snyk.io/advisor/python/pytest-minecraft,https://pypi.org/project/pytest-minecraft,
pytest-mini,A plugin to test mp,2023-02-06,,"pytest (>=7.2.0,<8.0.0)",,https://snyk.io/advisor/python/pytest-mini,https://pypi.org/project/pytest-mini,
pytest-minio-mock,A pytest plugin for mocking Minio S3 interactions,2024-05-26,,pytest>=5.0.0,,https://snyk.io/advisor/python/pytest-minio-mock,https://pypi.org/project/pytest-minio-mock,https://www.libhunt.com/r/pytest-mini
pytest-missing-fixtures,Pytest plugin that creates missing fixtures,2020-10-14,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-missing-fixtures,https://pypi.org/project/pytest-missing-fixtures,
pytest-mitmproxy,pytest plugin for mitmproxy tests,2024-05-28,,pytest>=7.0,,https://snyk.io/advisor/python/pytest-mitmproxy,https://pypi.org/project/pytest-mitmproxy,https://www.libhunt.com/r/pytest-missing-fixtures
pytest-ml,Test your machine learning!,2019-05-04,4 - Beta,,,https://snyk.io/advisor/python/pytest-ml,https://pypi.org/project/pytest-ml,
pytest-mocha,pytest plugin to display test execution output like a mochajs,2020-04-02,4 - Beta,pytest (>=5.4.0),,https://snyk.io/advisor/python/pytest-mocha,https://pypi.org/project/pytest-mocha,
pytest-mock,Thin-wrapper around the mock package for easier use with pytest,2024-03-21,5 - Production/Stable,pytest>=6.2.5,,https://snyk.io/advisor/python/pytest-mock,https://pypi.org/project/pytest-mock,https://www.libhunt.com/r/pytest-mocha
pytest-mock-api,A mock API server with configurable routes and responses available as a fixture.,2019-02-13,1 - Planning,pytest (>=4.0.0),,https://snyk.io/advisor/python/pytest-mock-api,https://pypi.org/project/pytest-mock-api,
pytest-mock-generator,A pytest fixture wrapper for https://pypi.org/project/mock-generator,2022-05-16,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-mock-generator,https://pypi.org/project/pytest-mock-generator,
pytest-mock-helper,Help you mock HTTP call and generate mock code,2018-01-24,,pytest,,https://snyk.io/advisor/python/pytest-mock-helper,https://pypi.org/project/pytest-mock-helper,
pytest-mockito,Base fixtures for mockito,2018-07-11,4 - Beta,,,https://snyk.io/advisor/python/pytest-mockito,https://pypi.org/project/pytest-mockito,
pytest-mockredis,An in-memory mock of a Redis server that runs in a separate thread. This is to be used for unit-tests that require a Redis database.,2018-01-02,2 - Pre-Alpha,,,https://snyk.io/advisor/python/pytest-mockredis,https://pypi.org/project/pytest-mockredis,
pytest-mock-resources,A pytest plugin for easily instantiating reproducible mock resources.,2024-06-20,,pytest>=1.0,,https://snyk.io/advisor/python/pytest-mock-resources,https://pypi.org/project/pytest-mock-resources,https://www.libhunt.com/r/pytest-mockredis
pytest-mock-server,Mock server plugin for pytest,2022-01-09,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-mock-server,https://pypi.org/project/pytest-mock-server,
pytest-mockservers,A set of fixtures to test your requests to HTTP/UDP servers,2020-03-31,,pytest (>=4.3.0),,https://snyk.io/advisor/python/pytest-mockservers,https://pypi.org/project/pytest-mockservers,
pytest-mocktcp,A pytest plugin for testing TCP clients,2022-10-11,,pytest,,https://snyk.io/advisor/python/pytest-mocktcp,https://pypi.org/project/pytest-mocktcp,
pytest-modalt,Massively distributed pytest runs using modal.com,2024-02-27,4 - Beta,pytest >=6.2.0,,https://snyk.io/advisor/python/pytest-modalt,https://pypi.org/project/pytest-modalt,https://www.libhunt.com/r/pytest-mocktcp
pytest-modified-env,Pytest plugin to fail a test if it leaves modified `os.environ` afterwards.,2022-01-29,4 - Beta,,,https://snyk.io/advisor/python/pytest-modified-env,https://pypi.org/project/pytest-modified-env,
pytest-modifyjunit,Utility for adding additional properties to junit xml for IDM QE,2019-01-10,,,,https://snyk.io/advisor/python/pytest-modifyjunit,https://pypi.org/project/pytest-modifyjunit,
pytest-molecule,PyTest Molecule Plugin :: discover and run molecule tests,2022-03-29,5 - Production/Stable,pytest (>=7.0.0),,https://snyk.io/advisor/python/pytest-molecule,https://pypi.org/project/pytest-molecule,
pytest-molecule-JC,PyTest Molecule Plugin :: discover and run molecule tests,2023-07-18,5 - Production/Stable,pytest (>=7.0.0),,https://snyk.io/advisor/python/pytest-molecule-JC,https://pypi.org/project/pytest-molecule-JC,
pytest-mongo,MongoDB process and client fixtures plugin for Pytest.,2024-03-13,5 - Production/Stable,pytest >=6.2,,https://snyk.io/advisor/python/pytest-mongo,https://pypi.org/project/pytest-mongo,https://www.libhunt.com/r/pytest-molecule-JC
pytest-mongodb,pytest plugin for MongoDB fixtures,2023-05-16,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-mongodb,https://pypi.org/project/pytest-mongodb,
pytest-monitor,Pytest plugin for analyzing resource usage.,2023-06-25,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-monitor,https://pypi.org/project/pytest-monitor,
pytest-monkeyplus,pytest’s monkeypatch subclass with extra functionalities,2012-09-18,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-monkeyplus,https://pypi.org/project/pytest-monkeyplus,
pytest-monkeytype,pytest-monkeytype: Generate Monkeytype annotations from your pytest tests.,2020-07-29,4 - Beta,,,https://snyk.io/advisor/python/pytest-monkeytype,https://pypi.org/project/pytest-monkeytype,
pytest-moto,"Fixtures for integration tests of AWS services,uses moto mocking library.",2015-08-28,1 - Planning,,,https://snyk.io/advisor/python/pytest-moto,https://pypi.org/project/pytest-moto,
pytest-motor,"A pytest plugin for motor, the non-blocking MongoDB driver.",2021-07-21,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-motor,https://pypi.org/project/pytest-motor,
pytest-mp,A test batcher for multiprocessed Pytest runs,2018-05-23,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-mp,https://pypi.org/project/pytest-mp,
pytest-mpi,pytest plugin to collect information from tests,2022-01-08,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-mpi,https://pypi.org/project/pytest-mpi,
pytest-mpiexec,pytest plugin for running individual tests with mpiexec,2023-04-13,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-mpiexec,https://pypi.org/project/pytest-mpiexec,
pytest-mpl,pytest plugin to help with testing figures output from Matplotlib,2024-02-14,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-mpl,https://pypi.org/project/pytest-mpl,https://www.libhunt.com/r/pytest-mpiexec
pytest-mproc,"low-startup-overhead, scalable, distributed-testing pytest plugin",2022-11-15,4 - Beta,pytest (>=6),,https://snyk.io/advisor/python/pytest-mproc,https://pypi.org/project/pytest-mproc,
pytest-mqtt,pytest-mqtt supports testing systems based on MQTT,2024-05-08,4 - Beta,pytest<9; extra == “test”,,https://snyk.io/advisor/python/pytest-mqtt,https://pypi.org/project/pytest-mqtt,https://www.libhunt.com/r/pytest-mproc
pytest-multihost,Utility for writing multi-host tests for pytest,2020-04-07,4 - Beta,,,https://snyk.io/advisor/python/pytest-multihost,https://pypi.org/project/pytest-multihost,
pytest-multilog,Multi-process logs handling and other helpers for pytest,2023-01-17,,pytest,,https://snyk.io/advisor/python/pytest-multilog,https://pypi.org/project/pytest-multilog,
pytest-multithreading,a pytest plugin for th and concurrent testing,2022-12-07,,,,https://snyk.io/advisor/python/pytest-multithreading,https://pypi.org/project/pytest-multithreading,
pytest-multithreading-allure,pytest_multithreading_allure,2022-11-25,,,,https://snyk.io/advisor/python/pytest-multithreading-allure,https://pypi.org/project/pytest-multithreading-allure,
pytest-mutagen,Add the mutation testing feature to pytest,2020-07-24,,pytest (>=5.4),,https://snyk.io/advisor/python/pytest-mutagen,https://pypi.org/project/pytest-mutagen,
pytest-my-cool-lib,,2023-11-02,,"pytest (>=7.1.3,<8.0.0)",,https://snyk.io/advisor/python/pytest-my-cool-lib,https://pypi.org/project/pytest-my-cool-lib,
pytest-mypy,Mypy static type checker plugin for Pytest,2022-12-18,4 - Beta,pytest (>=6.2) ; python_version >= “3.10”,,https://snyk.io/advisor/python/pytest-mypy,https://pypi.org/project/pytest-mypy,
pytest-mypyd,Mypy static type checker plugin for Pytest,2019-08-20,4 - Beta,"pytest (<4.7,>=2.8) ; python_version < “3.5”",,https://snyk.io/advisor/python/pytest-mypyd,https://pypi.org/project/pytest-mypyd,
pytest-mypy-plugins,pytest plugin for writing tests for mypy plugins,2024-03-31,4 - Beta,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-mypy-plugins,https://pypi.org/project/pytest-mypy-plugins,https://www.libhunt.com/r/pytest-mypyd
pytest-mypy-plugins-shim,Substitute for “pytest-mypy-plugins” for Python implementations which aren’t supported by mypy.,2021-04-12,,pytest>=6.0.0,,https://snyk.io/advisor/python/pytest-mypy-plugins-shim,https://pypi.org/project/pytest-mypy-plugins-shim,
pytest-mypy-runner,Run the mypy static type checker as a pytest test case,2024-04-23,,pytest>=8.0,,https://snyk.io/advisor/python/pytest-mypy-runner,https://pypi.org/project/pytest-mypy-runner,https://www.libhunt.com/r/pytest-mypy-plugins-shim
pytest-mypy-testing,Pytest plugin to check mypy output.,2024-03-04,,"pytest>=7,<9",,https://snyk.io/advisor/python/pytest-mypy-testing,https://pypi.org/project/pytest-mypy-testing,https://www.libhunt.com/r/pytest-mypy-runner
pytest-mysql,MySQL process and client fixtures for pytest,2024-05-23,5 - Production/Stable,pytest>=6.2,,https://snyk.io/advisor/python/pytest-mysql,https://pypi.org/project/pytest-mysql,https://www.libhunt.com/r/pytest-mypy-testing
pytest-ndb,pytest notebook debugger,2024-04-28,,pytest,,https://snyk.io/advisor/python/pytest-ndb,https://pypi.org/project/pytest-ndb,https://www.libhunt.com/r/pytest-mysql
pytest-needle,pytest plugin for visual testing websites using selenium,2018-12-10,4 - Beta,"pytest (<5.0.0,>=3.0.0)",,https://snyk.io/advisor/python/pytest-needle,https://pypi.org/project/pytest-needle,
pytest-neo,pytest-neo is a plugin for pytest that shows tests like screen of Matrix.,2022-01-08,3 - Alpha,pytest (>=6.2.0),,https://snyk.io/advisor/python/pytest-neo,https://pypi.org/project/pytest-neo,
pytest-neos,Pytest plugin for neos,2024-06-11,1 - Planning,,,https://snyk.io/advisor/python/pytest-neos,https://pypi.org/project/pytest-neos,https://www.libhunt.com/r/pytest-neo
pytest-netdut,“Automated software testing for switches using pytest”,2024-07-05,,"pytest<7.3,>=3.5.0",,https://snyk.io/advisor/python/pytest-netdut,https://pypi.org/project/pytest-netdut,https://www.libhunt.com/r/pytest-neos
pytest-network,A simple plugin to disable network on socket level.,2020-05-07,,,,https://snyk.io/advisor/python/pytest-network,https://pypi.org/project/pytest-network,
pytest-network-endpoints,Network endpoints plugin for pytest,2022-03-06,,pytest,,https://snyk.io/advisor/python/pytest-network-endpoints,https://pypi.org/project/pytest-network-endpoints,
pytest-never-sleep,pytest plugin helps to avoid adding tests without mock `time.sleep`,2021-05-05,3 - Alpha,pytest (>=3.5.1),,https://snyk.io/advisor/python/pytest-never-sleep,https://pypi.org/project/pytest-never-sleep,
pytest-nginx,nginx fixture for pytest,2017-08-12,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-nginx,https://pypi.org/project/pytest-nginx,
pytest-nginx-iplweb,nginx fixture for pytest - iplweb temporary fork,2019-03-01,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-nginx-iplweb,https://pypi.org/project/pytest-nginx-iplweb,
pytest-ngrok,,2022-01-20,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-ngrok,https://pypi.org/project/pytest-ngrok,
pytest-ngsfixtures,pytest ngs fixtures,2019-09-06,2 - Pre-Alpha,pytest (>=5.0.0),,https://snyk.io/advisor/python/pytest-ngsfixtures,https://pypi.org/project/pytest-ngsfixtures,
pytest-nhsd-apim,Pytest plugin accessing NHSDigital’s APIM proxies,2024-07-01,,"pytest<9.0.0,>=8.2.0",,https://snyk.io/advisor/python/pytest-nhsd-apim,https://pypi.org/project/pytest-nhsd-apim,https://www.libhunt.com/r/pytest-ngsfixtures
pytest-nice,A pytest plugin that alerts user of failed test cases with screen notifications,2019-05-04,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-nice,https://pypi.org/project/pytest-nice,
pytest-nice-parametrize,A small snippet for nicer PyTest’s Parametrize,2021-04-17,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-nice-parametrize,https://pypi.org/project/pytest-nice-parametrize,
pytest_nlcov,Pytest plugin to get the coverage of the new lines (based on git diff) only,2024-04-11,,,,https://snyk.io/advisor/python/pytest_nlcov,https://pypi.org/project/pytest_nlcov,https://www.libhunt.com/r/pytest-nice-parametrize
pytest-nocustom,Run all tests without custom markers,2024-04-11,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-nocustom,https://pypi.org/project/pytest-nocustom,https://www.libhunt.com/r/pytest_nlcov
pytest-node-dependency,pytest plugin for controlling execution flow,2024-04-10,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-node-dependency,https://pypi.org/project/pytest-node-dependency,https://www.libhunt.com/r/pytest-nocustom
pytest-nodev,Test-driven source code search for Python.,2016-07-21,4 - Beta,pytest (>=2.8.1),,https://snyk.io/advisor/python/pytest-nodev,https://pypi.org/project/pytest-nodev,
pytest-nogarbage,Ensure a test produces no garbage,2021-08-29,5 - Production/Stable,pytest (>=4.6.0),,https://snyk.io/advisor/python/pytest-nogarbage,https://pypi.org/project/pytest-nogarbage,
pytest-nose-attrib,pytest plugin to use nose @attrib marks decorators and pick tests based on attributes and partially uses nose-attrib plugin approach,2023-08-13,,,,https://snyk.io/advisor/python/pytest-nose-attrib,https://pypi.org/project/pytest-nose-attrib,
pytest_notebook,A pytest plugin for testing Jupyter Notebooks.,2023-11-28,4 - Beta,pytest>=3.5.0,,https://snyk.io/advisor/python/pytest_notebook,https://pypi.org/project/pytest_notebook,
pytest-notice,Send pytest execution result email,2020-11-05,,,,https://snyk.io/advisor/python/pytest-notice,https://pypi.org/project/pytest-notice,
pytest-notification,A pytest plugin for sending a desktop notification and playing a sound upon completion of tests,2020-06-19,,pytest (>=4),,https://snyk.io/advisor/python/pytest-notification,https://pypi.org/project/pytest-notification,
pytest-notifier,A pytest plugin to notify test result,2020-06-12,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-notifier,https://pypi.org/project/pytest-notifier,
pytest_notify,Get notifications when your tests ends,2017-07-05,,pytest>=3.0.0,,https://snyk.io/advisor/python/pytest_notify,https://pypi.org/project/pytest_notify,
pytest-notimplemented,Pytest markers for not implemented features and tests.,2019-08-27,,"pytest (>=5.1,<6.0)",,https://snyk.io/advisor/python/pytest-notimplemented,https://pypi.org/project/pytest-notimplemented,
pytest-notion,A PyTest Reporter to send test runs to Notion.so,2019-08-07,,,,https://snyk.io/advisor/python/pytest-notion,https://pypi.org/project/pytest-notion,
pytest-nunit,A pytest plugin for generating NUnit3 test result XML output,2024-02-26,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-nunit,https://pypi.org/project/pytest-nunit,https://www.libhunt.com/r/pytest-notion
pytest-oar,PyTest plugin for the OAR testing framework,2023-05-02,,pytest>=6.0.1,,https://snyk.io/advisor/python/pytest-oar,https://pypi.org/project/pytest-oar,
pytest-object-getter,Import any object from a 3rd party module while mocking its namespace on demand.,2022-07-31,5 - Production/Stable,pytest,,https://snyk.io/advisor/python/pytest-object-getter,https://pypi.org/project/pytest-object-getter,
pytest-ochrus,pytest results data-base and HTML reporter,2018-02-21,4 - Beta,,,https://snyk.io/advisor/python/pytest-ochrus,https://pypi.org/project/pytest-ochrus,
